text,aspect,true_sentiment,predicted_sentiment
"95 all-you-can-eat lunch is tooted as a good deal but a the ambiance is dreadful and you can get a terrific meal, also kosher vegetarian, in peace with service just around the corner for $2 more.",meal,positive,positive
"95 all-you-can-eat lunch is tooted as a good deal but a the ambiance is dreadful and you can get a terrific meal, also kosher vegetarian, in peace with service just around the corner for $2 more.",vegetarian,neutral,positive
"95 all-you-can-eat lunch is tooted as a good deal but a the ambiance is dreadful and you can get a terrific meal, also kosher vegetarian, in peace with service just around the corner for $2 more.",service,neutral,negative
"The place is sleek , modern and playful and i will return again frequently .",place,positive,positive
"The place is sleek , modern and playful and i will return again frequently .",place,positive,positive
"The place is sleek , modern and playful and i will return again frequently .",place,positive,positive
"I was excited to try out this new health supplement , but after a week of use , I haven't noticed any difference in my energy levels or overall well-being .",health supplement,negative,negative
I was taught to use Photoshop and was amazed.,Photoshop,positive,positive
the boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,boths,positive,negative
the boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,boths,positive,negative
And the firewall came with a wizard which made it effortless to configure it to my LAN.,wizard,positive,positive
"when i took outdoor photos with plenty of light and the objects were n't moving , the photos were awesome .",photo,positive,negative
"I guess Mars 2112 keeps the food bland for the family fare, but it only serves to detract from its overall experience.",food,negative,negative
"I guess Mars 2112 keeps the food bland for the family fare, but it only serves to detract from its overall experience.",family fare,neutral,negative
"What I do n't like is that at lower volume music listening , tonal qualities are very poor .",tonal qualities,negative,negative
"The tables are close so you can hear every conversation going on around you, but if you're here with someone who enthralls you, you will notice no one else but your dinner date.",tables,negative,negative
"The tables are close so you can hear every conversation going on around you, but if you're here with someone who enthralls you, you will notice no one else but your dinner date.",dinner,neutral,neutral
My favorite part of dinner was the Oyster Quail Egg Shooters.,dinner,neutral,neutral
My favorite part of dinner was the Oyster Quail Egg Shooters.,Oyster Quail Egg Shooters,positive,positive
It really is a great buy if you are lookin at having just one modem but many computers around the house.,router,positive,positive
the food now is inconsistent .,food,negative,positive
"then, the waiter had nerve to charge me for the fruit salad and bloody mary (which we didn't drink) that came with the omelet (brunch special).",waiter,negative,negative
