text,aspect,predicted_sentiment
I've had this beauty for nearly 2 months now and I truely love it.,phone,positive
I have been to Casimir over 5 times and I have always had a great time there .,Casimir,positive
The news article about the new scientific discovery was informative and well-researched .,news article,positive
The news article about the new scientific discovery was informative and well-researched .,news article,positive
It's fast and has excellent battery life.,battery life,positive
Green bean salad was tasty but could have used a bit more of a kick  Baby backs - Wow!,Green bean salad,positive
Green bean salad was tasty but could have used a bit more of a kick  Baby backs - Wow!,Baby backs,neutral
The actors try to draw your attention away from the better stuff that is happening below.,actors,positive
The actors try to draw your attention away from the better stuff that is happening below.,stuff,positive
I 've viewed numerous different monitor models since I 'm a college student and this particular monitor had as poor of picture quality as any I 've seen .,monitor,negative
I 've viewed numerous different monitor models since I 'm a college student and this particular monitor had as poor of picture quality as any I 've seen .,picture quality,negative
"The prices at this business are very reasonable , especially considering the high quality of their products .",prices,positive
"The prices at this business are very reasonable , especially considering the high quality of their products .",quality of their products,positive
Fan noise: The fan made a constant hissing noise in the background.,Fan,negative
Fan noise: The fan made a constant hissing noise in the background.,fan,negative
"The pretty waitstaff is always pleasant, but service is inconsistent at best.",waitstaff,positive
"The pretty waitstaff is always pleasant, but service is inconsistent at best.",service,negative
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",manager,positive
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",drink,neutral
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",bar,neutral
"The stadium was overcrowded and the lines for concessions were way too long , which really put a damper on the otherwise exciting game .",stadium,negative
"The stadium was overcrowded and the lines for concessions were way too long , which really put a damper on the otherwise exciting game .",lines for concessions,negative
Anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice.,table,neutral
Anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice.,appetizers,neutral
Anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice.,waitresses,positive
"I love this program, it is superior to windows movie maker.",program,positive
"I love this program, it is superior to windows movie maker.",windows movie maker,negative
zen allows you to scroll up and down the song list selected on the player .,scroll,positive
I recently landed my dream job and couldn't be happier with my career path .,dream job,positive
I recently landed my dream job and couldn't be happier with my career path .,career path,positive
"The experiment was a success , but the lab equipment was outdated and caused unnecessary delays .",experiment,positive
"The experiment was a success , but the lab equipment was outdated and caused unnecessary delays .",lab equipment,negative
"The experiment was a success , but the lab equipment was outdated and caused unnecessary delays .",lab equipment,negative
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive
"i bought mine in december of 2003 , and have had no real problems with it .",player,positive
